,accelero,gyro,magneto,euler angles,quaternion,temperature
523,"(0.05, 0.17, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
524,"(0.03, 0.18, 9.4)","(0.13962634015954636, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
525,"(0.03, 0.18, 9.42)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
526,"(0.03, 0.18, 9.42)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
527,"(0.03, 0.16, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
528,"(0.04, 0.17, 9.42)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
529,"(0.04, 0.15, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
530,"(1.3, 0.17, 9.39)","(0.0, 0.0, 0.0)","(9.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
531,"(0.04, 0.16, 9.4)","(0.13962634015954636, 0.0, 0.0)","(9.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
532,"(0.05, 0.17, 9.42)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
533,"(0.04, 0.17, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
534,"(0.04, 0.16, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
535,"(1.31, 0.17, 9.44)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
536,"(0.02, 0.18, 9.4)","(0.0, 0.0, 0.0)","(9.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
537,"(0.03, 0.15, 9.42)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
538,"(0.02, 0.17, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
539,"(0.03, 0.17, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
540,"(0.03, 0.18, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
541,"(1.31, 0.17, 9.41)","(0.13962634015954636, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
542,"(0.03, 0.19, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
543,"(1.32, 0.17, 9.4)","(0.13962634015954636, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
544,"(0.02, 0.18, 9.42)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
545,"(0.04, 0.17, 9.42)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
546,"(0.02, 0.17, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
547,"(0.03, 0.19, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
548,"(1.3, 0.16, 9.43)","(0.13962634015954636, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
549,"(0.04, 0.16, 9.38)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
550,"(0.03, 0.16, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
551,"(0.02, 0.16, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
552,"(0.03, 0.17, 9.38)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
553,"(0.02, 0.18, 9.42)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
554,"(0.04, 0.18, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
555,"(1.32, 0.18, 9.4)","(0.0, 0.0, 0.0)","(9.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
556,"(0.05, 0.17, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
557,"(0.03, 0.14, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
558,"(0.04, 0.16, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
559,"(0.03, 0.16, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
560,"(1.31, 0.17, 9.39)","(0.0, 0.0, 0.0)","(9.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
561,"(1.31, 0.18, 9.41)","(0.13962634015954636, 0.0, 0.0)","(9.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
562,"(0.04, 0.15, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
563,"(0.04, 0.18, 9.41)","(0.13962634015954636, 0.0, 0.0)","(9.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
564,"(0.03, 0.18, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
565,"(0.03, 0.18, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
566,"(0.05, 0.16, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
567,"(0.05, 0.16, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
568,"(0.04, 0.18, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
569,"(1.32, 0.17, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
570,"(1.3, 0.16, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
571,"(0.04, 0.19, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
572,"(0.05, 0.18, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
573,"(0.03, 0.19, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
574,"(0.02, 0.17, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -9.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
575,"(0.03, 0.17, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
576,"(0.02, 0.17, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
577,"(0.02, 0.18, 9.43)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
578,"(1.32, 0.16, 9.4)","(0.13962634015954636, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
579,"(0.01, 0.17, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
580,"(0.02, 0.16, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
581,"(0.05, 0.17, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
582,"(0.04, 0.17, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
583,"(0.04, 0.16, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
584,"(0.03, 0.19, 9.42)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
585,"(0.04, 0.18, 9.42)","(0.13962634015954636, 0.0, 0.0)","(9.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
586,"(0.03, 0.17, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
587,"(0.02, 0.17, 9.44)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
588,"(0.04, 0.17, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
589,"(1.31, 0.17, 9.42)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
590,"(0.03, 0.16, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
591,"(0.03, 0.16, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
592,"(0.05, 0.17, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
593,"(0.01, 0.18, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
594,"(0.01, 0.2, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
595,"(0.04, 0.18, 9.42)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
596,"(0.02, 0.18, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
597,"(0.03, 0.18, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
598,"(0.02, 0.19, 9.42)","(0.0, 0.0, 0.0)","(9.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
599,"(0.04, 0.18, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
600,"(0.04, 0.17, 9.42)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
601,"(0.04, 0.18, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
602,"(0.04, 0.16, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
603,"(0.03, 0.18, 9.44)","(0.0, 0.0, 0.0)","(9.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
604,"(0.03, 0.16, 9.41)","(0.0, 0.0, 0.0)","(9.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
605,"(0.02, 0.16, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(-1.00006103515625, 0.00897216796875, -0.0018310546875, 0.0)",-99
606,"(0.02, 0.17, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
607,"(0.04, 0.16, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
608,"(0.01, 0.18, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
609,"(0.02, 0.17, 9.43)","(0.0, 0.0, 0.0)","(9.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
610,"(0.03, 0.18, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
611,"(0.04, 0.15, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
612,"(0.02, 0.17, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
613,"(0.02, 0.17, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
614,"(0.04, 0.16, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
615,"(0.02, 0.18, 9.43)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
616,"(0.04, 0.17, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
617,"(0.02, 0.2, 9.4)","(0.13962634015954636, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
618,"(0.01, 0.17, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
619,"(0.02, 0.16, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
620,"(0.03, 0.18, 9.42)","(0.0, 0.0, 0.0)","(9.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
621,"(0.03, 0.19, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
622,"(0.02, 0.18, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
623,"(0.03, 0.17, 9.42)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
624,"(0.03, 0.18, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
625,"(1.32, 0.16, 9.4)","(0.13962634015954636, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
626,"(0.03, 0.17, 9.38)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
627,"(0.04, 0.17, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
628,"(0.03, 0.17, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
629,"(0.04, 0.17, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
630,"(0.04, 0.15, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
631,"(0.04, 0.17, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
632,"(0.02, 0.17, 9.42)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
633,"(0.04, 0.17, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
634,"(0.03, 0.16, 9.4)","(0.0, 0.0, 0.0)","(9.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
635,"(0.04, 0.17, 9.42)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
636,"(0.05, 0.17, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
637,"(0.02, 0.18, 9.38)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
638,"(1.32, 0.15, 9.39)","(0.13962634015954636, 0.0, 0.0)","(9.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
639,"(1.31, 0.17, 9.42)","(0.13962634015954636, 0.0, 0.0)","(9.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
640,"(0.04, 0.18, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
641,"(0.02, 0.17, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
642,"(0.03, 0.17, 9.39)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
643,"(0.04, 0.17, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
644,"(0.03, 0.17, 9.43)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
645,"(0.05, 0.17, 9.42)","(0.0, 0.0, 0.0)","(9.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
646,"(0.03, 0.16, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
647,"(0.04, 0.16, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
648,"(0.03, 0.17, 9.41)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",29
649,"(0.03, 0.18, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
650,"(1.31, 0.17, 9.38)","(0.13962634015954636, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
651,"(1.31, 0.15, 9.38)","(0.13962634015954636, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
652,"(0.04, 0.16, 9.4)","(0.0, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
653,"(1.34, 0.17, 9.4)","(0.13962634015954636, 0.0, 0.0)","(1.0625, -1.0625, 0.0)","(360.0, 0.1875, -1.0)","(0.99993896484375, 0.00897216796875, -0.0018310546875, 0.0)",-99
